fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,sulphates,total sulfur dioxide,density（负相关）,pH（正相关）,chlorides（负相关）,alcohol（正相关）,quality
6.1,0.28,0.27,8,41,0.51,162,0.99498,3.21,0.048,9.9,5
7.6,0.26,0.32,1.3,23,0.46,76,0.9903,2.96,0.048,12,6
7.5,0.16,0.38,12.7,70.5,0.82,163,0.99706,3.15,0.043,10.4,7
6.5,0.36,0.16,1.3,11,0.39,107,0.99398,3.19,0.054,8.5,5
6.6,0.35,0.19,10.5,15,0.38,82,0.99588,3.13,0.06,9.9,4
5.7,0.25,0.26,12.5,52.5,0.45,120,0.99691,3.08,0.049,9.4,6
7.4,0.37,0.26,9.6,33,0.46,134,0.99608,3.13,0.05,10.4,5
5.7,0.25,0.21,1.5,21,0.59,108,0.99142,3.3,0.044,11,6
5.8,0.23,0.21,1.5,21,0.57,110,0.99138,3.3,0.044,11,6
5.4,0.265,0.28,7.8,27,0.38,91,0.99432,3.19,0.052,10.4,6
5.7,0.25,0.27,10.8,58,0.5,116,0.99592,3.1,0.05,9.8,6
5.7,0.25,0.26,12.5,52.5,0.45,106,0.99691,3.08,0.049,9.4,6
5.9,0.23,0.28,8.6,37,0.53,142,0.99432,3.23,0.046,10.6,6
6.2,0.3,0.32,1.2,32,0.44,185,0.99266,3.28,0.052,10.1,5
6.5,0.33,0.24,14.5,20,0.3,96,0.99456,3.06,0.048,11.5,8
7.4,0.26,0.29,3.7,14,0.45,73,0.9915,3.06,0.048,11.4,6
7,0.2,0.4,1.1,30,0.38,93,0.99322,3.03,0.058,9.2,6
6.5,0.21,0.42,1.1,33,0.38,101,0.9927,3.12,0.059,9.7,6
7.3,0.25,0.27,3.8,16,0.46,79,0.99173,3.07,0.047,11.3,6
6.8,0.27,0.24,4.6,36,0.49,127,0.99412,3.15,0.098,9.6,6
6.7,0.24,0.3,10.2,44,0.46,179,0.99666,2.86,0.07,8.9,6
6.4,0.14,0.28,7.9,21,0.36,82,0.99425,3.26,0.057,10,6
6.4,0.5,0.2,2.4,19,0.4,112,0.99314,3.18,0.059,9.2,6
6.6,0.41,0.27,10.7,20,0.41,103,0.99672,3.08,0.11,9,6
6.4,0.25,0.28,4.9,29,0.58,98,0.99024,3.09,0.03,12.8,7
6.6,0.41,0.27,10.7,20,0.41,103,0.99672,3.08,0.11,9,6
8,0.25,0.35,1.1,13,0.55,136,0.99366,3.08,0.054,9.5,5
6.4,0.14,0.28,7.9,21,0.36,82,0.99425,3.26,0.057,10,6
6.6,0.21,0.34,5.6,30,0.38,140,0.99299,3.22,0.046,11,5
6.4,0.5,0.2,2.4,19,0.4,112,0.99314,3.18,0.059,9.2,6
6.3,0.29,0.23,14.2,24,0.38,99,0.99528,3.08,0.037,10.6,6
6.9,0.37,0.23,9.5,54,0.42,166,0.99568,3.23,0.057,10,5
6.9,0.37,0.23,9.5,54,0.42,166,0.99568,3.23,0.057,10,5
5.7,0.31,0.28,4.1,22,0.38,86,0.99062,3.31,0.03,11.7,7
6.9,0.45,0.27,4.7,17,0.36,80,0.99058,3.12,0.035,12.5,7
6.9,0.3,0.45,1.4,36,0.47,122,0.99059,3.07,0.039,11.1,7
5.3,0.23,0.56,0.9,46,0.62,141,0.99119,3.16,0.041,9.7,5
6.8,0.3,0.26,20.3,45,0.38,150,0.99727,3.04,0.037,12.3,6
6.7,0.28,0.42,3.5,43,0.38,105,0.99021,3.18,0.035,12.2,6
5,0.255,0.22,2.7,46,0.76,153,0.99238,3.75,0.043,11.3,6
7.6,0.4,0.27,1.2,23,0.38,193,0.99164,3.22,0.053,11.6,5
5.5,0.21,0.25,1.2,18,0.56,75,0.99006,3.31,0.04,11.3,6
6,0.2,0.25,2,30,0.56,95,0.99078,3.27,0.041,11.1,6
6.1,0.17,0.29,1.1,32,0.57,92,0.99036,3.26,0.041,11.2,6
7.5,0.21,0.29,1.5,35,0.45,107,0.99123,3.15,0.046,11.3,6
7.3,0.26,0.32,1.2,29,0.45,94,0.98978,3.07,0.041,12,6
6.2,0.35,0.2,18.1,33,0.5,158,0.99908,3.15,0.069,8.8,6
6.2,0.35,0.2,18.1,33,0.5,158,0.99908,3.15,0.069,8.8,6
6.5,0.43,0.31,3.6,19,0.34,143,0.99022,3.15,0.046,12,8
6.5,0.4,0.31,3.5,22,0.31,147,0.99024,3.15,0.046,12,7
7.4,0.28,0.5,12.1,48,0.44,122,0.9973,3.01,0.049,9,5
6.3,0.23,0.22,17.45,42,0.6,151,0.99853,3.12,0.054,9.3,6
6.2,0.34,0.25,12.1,33,0.56,171,0.99769,3.14,0.059,8.7,6
6.6,0.44,0.32,3,13,0.63,75,0.98954,3.1,0.095,12.8,6
6,0.13,0.36,1.6,23,0.5,72,0.98974,3.1,0.052,11.5,7
6.3,0.17,0.23,5.7,44,0.54,147,0.99382,3.08,0.048,10,5
6.3,0.18,0.22,5.6,45,0.54,147,0.99383,3.09,0.047,10,5
6.7,0.31,0.34,6.8,51,0.56,215,0.99538,3.33,0.059,10.3,5
6.6,0.33,0.32,15.6,62,0.56,227,0.99734,3.25,0.054,10.4,5
6.3,0.34,0.31,6,18,0.29,68,0.98981,3.22,0.02,13.4,7
6.8,0.29,0.32,1.8,18,0.62,130,0.99095,3.05,0.032,11.2,6
7.4,0.31,0.26,8.6,47,0.36,206,0.9964,3.26,0.048,9.1,5
7.4,0.31,0.26,8.6,47,0.36,206,0.9964,3.26,0.048,9.1,5
5.7,0.25,0.27,11.5,24,0.31,120,0.99411,3.33,0.04,10.8,6
6.8,0.27,0.28,7.8,26,0.34,89,0.9915,3.24,0.038,12.5,6
5.9,0.26,0.24,2.4,27,0.73,132,0.99234,3.63,0.046,11.3,5
5.9,0.65,0.23,5,20,0.48,128,0.99016,3.46,0.035,12.8,6
7.4,0.31,0.26,8.6,47,0.36,206,0.9964,3.26,0.048,9.1,5
6.6,0.23,0.32,1.5,8,0.39,72,0.98949,3.22,0.041,12.7,6
6.8,0.18,0.35,5.4,53,0.54,143,0.99287,3.1,0.054,11,7
6.8,0.28,0.29,11.9,51,0.58,149,0.99544,3.02,0.052,10.4,6
6.8,0.28,0.29,11.9,51,0.58,149,0.99544,3.02,0.052,10.4,6
5.9,0.27,0.27,9,43,0.53,136,0.9941,3.25,0.051,10.7,6
6.1,0.25,0.28,10,56,0.35,131,0.994,3.22,0.055,10.9,6
6.8,0.28,0.29,11.9,51,0.58,149,0.99544,3.02,0.052,10.4,6
6.8,0.26,0.29,11.9,54,0.58,160,0.99546,3.03,0.052,10.4,6
7.1,0.13,0.29,15.5,56,0.41,115.5,0.99737,3.16,0.064,9.7,7
6.8,0.18,0.35,5.4,53,0.54,143,0.99287,3.1,0.054,11,7
6.2,0.2,0.25,15,8,0.53,120,0.99767,3.19,0.055,9.6,6
5.8,0.24,0.28,1.4,40,0.29,76,0.98711,3.1,0.038,13.9,7
7.6,0.48,0.31,9.4,6,0.61,194,0.99714,3.07,0.046,9.4,5
7.4,0.26,0.32,3.7,29,0.67,193,0.99134,3.1,0.032,12.5,6
6.2,0.2,0.25,15,8,0.53,120,0.99767,3.19,0.055,9.6,6
6.1,0.3,0.47,1.4,50,0.45,187,0.9927,3.19,0.049,9.5,5
6.2,0.32,0.5,6.5,61,0.45,186,0.9948,3.19,0.048,9.6,5
6.1,0.3,0.47,1.4,50,0.45,187,0.9927,3.19,0.049,9.5,5
6.3,0.34,0.52,6.3,63,0.44,186,0.99481,3.18,0.047,9.6,5
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
7.2,0.26,0.38,1.5,12,0.46,120,0.99192,3.18,0.061,10.4,5
7,0.31,0.35,1.6,13,0.5,119,0.99184,3.22,0.063,10.7,5
6.6,0.22,0.35,1.4,23,0.48,83,0.99019,3.17,0.05,12,7
5.8,0.23,0.31,3.5,35,0.37,158,0.98998,3.19,0.044,12.1,7
6.3,0.17,0.32,1,39,0.4,118,0.98886,3.31,0.04,13.1,8
6,0.19,0.26,1.4,30,0.41,104,0.98998,3.32,0.039,12.4,6
6.7,0.21,0.34,1.5,45,0.36,123,0.98949,3.24,0.035,12.6,7
7.4,0.16,0.3,13.7,33,0.44,168,0.99825,2.9,0.056,8.7,7
6.6,0.22,0.37,1.6,31,0.66,101,0.99009,3.15,0.04,12,5
6.8,0.34,0.27,5.2,14,0.57,169,0.99252,3.27,0.06,11.6,6
7.1,0.34,0.86,1.4,36,0.5,99,0.99288,2.92,0.174,9.3,5
6.3,0.24,0.22,11.9,65,0.58,179,0.99659,3.06,0.05,9.3,6
6.9,0.35,0.39,2.4,25,0.54,157,0.99133,3.2,0.048,11.1,7
6.8,0.24,0.33,3.2,68,0.69,161,0.99324,3.1,0.049,10.2,6
6.4,0.25,0.33,1.7,35,0.66,113,0.99164,3.23,0.037,10.6,6
5.8,0.19,0.33,4.2,49,0.42,133,0.99107,3.16,0.038,11.3,7
6.9,0.24,0.4,15.4,81,0.69,198,0.9986,3.2,0.052,9.4,5
6.5,0.31,0.61,13,31,0.5,123,0.99708,3.09,0.053,9.3,6
6.6,0.25,0.32,5.6,15,0.52,68,0.99163,2.96,0.039,11.1,6
7.5,0.38,0.56,9.7,15,0.65,170,0.99605,3.13,0.055,9.9,6
6.2,0.3,0.3,2.5,29,0.61,82,0.99065,3.31,0.041,11.8,7
6.4,0.33,0.28,4,24,0.64,81,0.9903,3.26,0.04,12.6,7
6.9,0.24,0.4,15.4,81,0.69,198,0.9986,3.2,0.052,9.4,5
7.6,0.27,0.32,1.2,23,0.68,72,0.99236,3.06,0.043,10.5,5
5.9,0.24,0.34,2,40,0.5,108,0.98948,3.19,0.037,12.3,6
5.3,0.33,0.3,1.2,25,0.62,119,0.99045,3.32,0.048,11.3,6
6.4,0.21,0.21,5.1,21,0.46,105,0.9939,3.07,0.097,9.6,5
7,0.22,0.3,1.4,14,0.33,63,0.98985,3.2,0.04,12,6
7.8,0.27,0.35,1.2,36,0.45,140,0.99138,3.09,0.05,11.2,5
6.7,0.2,0.24,6.5,28,0.33,100,0.99348,3.12,0.044,10.2,6
8.1,0.27,0.33,1.3,26,0.44,100,0.99066,2.98,0.045,12.4,6
6.7,0.2,0.24,6.5,28,0.33,100,0.99348,3.12,0.044,10.2,6
7.1,0.45,0.24,2.7,24,0.38,87,0.98862,2.94,0.04,13.4,8
5.8,0.22,0.29,1.3,25,0.35,68,0.98865,3.24,0.036,12.6,6
6.3,0.3,0.48,7.4,34,0.53,149,0.99472,3.18,0.053,9.8,5
7.9,0.36,0.53,12.9,63,0.45,139,0.99792,2.94,0.049,9.1,5
8.1,0.27,0.33,1.3,26,0.44,100,0.99066,2.98,0.045,12.4,6
8,0.24,0.33,1.2,28,0.43,101,0.99035,3.03,0.044,12.5,6
6.7,0.41,0.27,2.6,25,0.34,85,0.99086,3.05,0.033,11.7,6
6.7,0.24,0.31,2.3,37,0.46,113,0.99013,3.29,0.044,12.9,6
6.2,0.3,0.32,1.3,27,0.43,183,0.99266,3.3,0.054,10.1,5
6.9,0.26,0.38,10.5,33,0.5,139,0.99517,3.06,0.044,10.3,6
6.7,0.41,0.27,2.6,25,0.34,85,0.99086,3.05,0.033,11.7,6
5.9,0.32,0.2,14.4,29,0.41,144,0.99666,3.24,0.05,10.3,6
6.1,0.25,0.3,1.2,42,0.56,107,0.991,3.34,0.036,10.8,7
5.6,0.23,0.29,3.1,19,0.51,89,0.99068,3.25,0.023,11.2,6
6.6,0.23,0.32,1.7,26,0.6,102,0.99084,3.29,0.024,11.8,6
6,0.17,0.21,6,26,0.54,134,0.9939,3.08,0.05,9.8,6
7.1,0.38,0.42,11.8,32,0.49,193,0.99624,3.04,0.041,10,6
6.6,0.31,0.37,6.2,13,0.39,164,0.99602,3.24,0.052,8.8,4
6.5,0.38,0.53,1.4,5,0.52,69,0.9926,3.14,0.142,10.1,4
7,0.44,0.24,12.1,68,0.5,210,0.99718,3.05,0.056,9.5,5
7,0.44,0.24,12.1,68,0.5,210,0.99718,3.05,0.056,9.5,5
7,0.44,0.24,12.1,68,0.5,210,0.99718,3.05,0.056,9.5,5
6.1,0.38,0.14,3.9,27,0.34,113,0.99344,3.07,0.06,9.2,4
8,0.33,0.32,4.6,31,0.74,180,0.99184,2.92,0.041,12.2,6
7,0.44,0.24,12.1,68,0.5,210,0.99718,3.05,0.056,9.5,5
6,0.19,0.29,1.2,29,0.53,92,0.99033,3.22,0.046,11.3,6
6.3,0.28,0.34,8.1,44,0.29,129,0.99248,3.26,0.038,12.1,6
6.1,0.38,0.14,3.9,27,0.34,113,0.99344,3.07,0.06,9.2,4
5.3,0.43,0.11,1.1,6,0.48,51,0.99076,3.51,0.029,11.2,4
5.4,0.22,0.35,6.5,26,0.44,87,0.99092,3.29,0.029,12.5,7
6.2,0.345,0.27,10.1,38,0.56,187,0.99486,3.31,0.056,10.6,5
5.6,0.255,0.57,10.7,66,0.61,171,0.99464,3.25,0.056,10.4,7
5.2,0.2,0.27,3.2,16,0.53,93,0.99235,3.44,0.047,10.1,7
6.2,0.29,0.23,12.4,33,0.56,201,0.99612,3.11,0.048,9.9,6
6.3,0.26,0.25,5.2,11,0.68,133,0.99202,2.97,0.046,11,6
6,0.22,0.23,5,10,0.63,122,0.99261,2.94,0.045,10,6
7.5,0.35,0.37,2.5,29,0.42,89,0.98964,3.14,0.066,12.7,6
6.6,0.39,0.28,9.2,10,0.35,92,0.99206,3.07,0.036,12.1,6
6.3,0.23,0.33,6.9,23,0.46,118,0.9938,3.23,0.052,10.4,6
6.3,0.22,0.3,2,23,0.47,120,0.99204,3.24,0.05,10.4,6
6.4,0.29,0.18,15,21,0.5,116,0.99736,3.14,0.04,9.2,5
6.4,0.29,0.18,15,21,0.5,116,0.99736,3.14,0.04,9.2,5
7.5,0.23,0.3,1.2,27,0.68,80,0.99192,3.05,0.03,10.5,5
6.4,0.29,0.18,15,21,0.5,116,0.99736,3.14,0.04,9.2,5
5.7,0.28,0.36,1.8,38,0.98,90,0.99002,3.27,0.041,11.9,7
6.5,0.26,0.24,10.8,47,0.4,130,0.996,3.08,0.042,10.1,6
6.4,0.27,0.29,3.9,62,0.59,140,0.99237,3.1,0.034,11.1,6
5.9,0.22,0.29,4.2,69,0.74,144,0.99214,3.13,0.037,10.8,7
6.8,0.26,0.26,2,23.5,0.47,72,0.99041,3.16,0.019,11.8,6
7.6,0.36,0.48,13.5,44,0.48,116,0.9982,3.04,0.038,9.2,5
7.6,0.35,0.47,13.3,42,0.5,116,0.99822,3.04,0.037,9.2,5
5.7,0.18,0.26,2.2,21,0.54,95,0.9893,3.07,0.023,12.3,6
6.6,0.36,0.47,1.4,26,0.56,124,0.99274,3.09,0.145,10.1,6
5.9,0.14,0.2,1.6,26,0.45,114,0.99105,3.25,0.04,11.4,6
5.5,0.23,0.19,2.2,39,0.43,161,0.99209,3.19,0.044,10.4,6
6.7,0.11,0.26,14.8,44,0.35,95,0.99676,3.2,0.053,9.8,6
7,0.24,0.24,1.8,29,0.43,91,0.99251,3.3,0.047,9.9,6
6.7,0.11,0.26,14.8,44,0.35,95,0.99676,3.2,0.053,9.8,6
5.3,0.47,0.1,1.3,11,0.54,74,0.99082,3.48,0.036,11.2,4
7.5,0.29,0.24,9.9,25,0.46,115,0.99567,3.15,0.058,10.9,5
6,0.33,0.26,5.1,16,0.41,119,0.99416,3.15,0.051,9.2,5
6,0.33,0.26,5.1,16,0.41,119,0.99416,3.15,0.051,9.2,5
5.8,0.32,0.23,1.5,39,0.35,121,0.9887,2.96,0.033,12,5
5.8,0.3,0.23,1.5,37,0.34,121,0.98871,2.96,0.034,12.1,6
3.8,0.31,0.02,11.1,20,0.44,114,0.99248,3.75,0.036,12.4,6
6.2,0.36,0.22,5.25,44,0.4,145,0.99184,3.22,0.038,11.2,6
6,0.31,0.27,2.3,19,0.41,120,0.98952,3.32,0.042,12.7,7
6.9,0.52,0.54,7.9,23,0.47,169,0.99267,3.26,0.036,12.2,6
7,0.55,0.05,8,19,0.46,164,0.99269,3.26,0.036,12.2,6
5.8,0.2,0.16,1.4,44,0.37,99,0.98912,3.23,0.042,12.2,6
6.2,0.36,0.22,5.25,44,0.4,145,0.99184,3.22,0.038,11.2,6
6,0.31,0.27,2.3,19,0.41,120,0.98952,3.32,0.042,12.7,7
6,0.29,0.27,2.3,20,0.41,117,0.9895,3.31,0.044,12.7,7
5.7,0.22,0.29,3.5,27,0.36,146,0.98999,3.17,0.04,12.1,6
7.1,0.46,0.23,13.7,44,0.53,192,0.9981,3.11,0.045,9.4,5
6.6,0.21,0.3,9.9,64,0.5,174,0.995,3.07,0.041,10.1,6
6.9,0.42,0.2,15.4,57,0.54,201,0.99848,3.08,0.043,9.4,5
5.7,0.22,0.2,16,41,0.46,113,0.99862,3.22,0.044,8.9,6
5.7,0.22,0.2,16,41,0.46,113,0.99862,3.22,0.044,8.9,6
5.7,0.22,0.2,16,41,0.46,113,0.99862,3.22,0.044,8.9,6
5.7,0.22,0.2,16,41,0.46,113,0.99862,3.22,0.044,8.9,6
5.2,0.31,0.2,2.4,27,0.45,117,0.98886,3.56,0.027,13,7
7.2,0.22,0.35,5.5,37,0.5,183,0.99474,3.08,0.054,10.3,5
5.6,0.18,0.29,2.3,5,0.45,47,0.99126,3.07,0.04,10.1,4
6.2,0.24,0.27,16.8,48,0.38,129,0.99691,3.23,0.04,10.5,6
5.7,0.22,0.2,16,41,0.46,113,0.99862,3.22,0.044,8.9,6
5.7,0.26,0.24,17.8,23,0.5,124,0.99773,3.3,0.059,10.1,5
5.7,0.26,0.24,17.8,23,0.5,124,0.99773,3.3,0.059,10.1,5
6,0.2,0.26,6.8,22,0.42,93,0.9928,3.15,0.049,11,6
6,0.2,0.26,6.8,22,0.42,93,0.9928,3.15,0.049,11,6
6,0.2,0.26,6.8,22,0.42,93,0.9928,3.15,0.049,11,6
6,0.2,0.26,6.8,22,0.42,93,0.9928,3.15,0.049,11,6
7.6,0.28,0.17,1.6,28,0.43,117,0.99288,3.08,0.046,10,5
7,0.2,0.33,4.7,25,0.54,76,0.99202,2.88,0.03,10.5,6
6.6,0.26,0.27,11.8,28,0.49,112,0.99606,2.87,0.048,9.7,6
5.7,0.26,0.24,17.8,23,0.5,124,0.99773,3.3,0.059,10.1,5
7.2,0.21,0.36,15.7,68,0.76,183,0.99922,3.25,0.045,9.4,5
6.9,0.22,0.32,5.8,20,0.55,119,0.99296,3.17,0.041,11.2,6
7.2,0.21,0.36,15.7,68,0.76,183,0.99922,3.25,0.045,9.4,5
7.4,0.22,0.28,9,22,0.55,121,0.99468,3.1,0.046,10.8,5
7.2,0.21,0.36,15.7,68,0.76,183,0.99922,3.25,0.045,9.4,5
6.9,0.22,0.32,5.8,20,0.55,119,0.99296,3.17,0.041,11.2,6
7,0.2,0.35,8.8,31,0.49,103,0.99388,3.13,0.037,11,6
5.6,0.26,0,10.2,13,0.46,111,0.99315,3.44,0.038,12.4,6
6.3,0.28,0.3,6.6,60,0.4,154,0.99478,3.1,0.208,9.4,6
6.4,0.29,0.3,6.5,62,0.4,156,0.99478,3.1,0.209,9.4,5
7.2,0.34,0.23,8.9,22,0.58,155,0.99692,3.01,0.105,9.5,5
7.1,0.39,0.39,11.1,25,0.52,204,0.99616,3.05,0.034,10,6
6.9,0.26,0.29,4.2,33,0.31,114,0.9902,3.16,0.043,12.5,6
6.1,0.24,0.25,1.6,24,0.59,115,0.9921,3.39,0.044,10.9,6
5.9,0.25,0.24,7.4,21,0.58,113,0.99462,3.38,0.044,10.5,6
6.1,0.24,0.27,11.5,51,0.37,133,0.99476,3.22,0.05,10.8,6
6.5,0.22,0.27,1.6,36,0.57,116,0.99178,3.38,0.039,11,7
6.2,0.26,0.29,2,16,0.61,87,0.99081,3.33,0.036,11.8,6
6.6,0.34,0.25,4.8,16,0.71,121,0.99198,3.36,0.038,12.6,6
5.6,0.225,0.24,9.8,59,0.39,140,0.99545,3.17,0.054,10.2,6
7.1,0.23,0.28,1.9,33,0.31,103,0.98997,3.12,0.046,12,5
6.9,0.26,0.29,4.2,33,0.31,114,0.9902,3.16,0.043,12.5,6
6.4,0.27,0.3,1.6,19,0.65,86,0.99089,3.32,0.04,11.5,6
6.3,0.41,0.22,7.3,23,0.39,117,0.99172,3.2,0.035,11.94,7
6.7,0.41,0.24,5.4,33,0.44,115,0.9901,3.12,0.035,12.89333333,7
7.2,0.585,0.2,10.4,17,0.4,94,0.99681,3.13,0.086,9.4,5
6.7,0.34,0.26,1.9,58,0.47,138,0.9893,3,0.038,12.2,7
6.3,0.41,0.22,7.3,23,0.39,117,0.99172,3.2,0.035,11.94,7
6.7,0.41,0.24,5.4,33,0.44,115,0.9901,3.12,0.035,12.89333333,7
6.4,0.26,0.35,7.7,45,0.5,191,0.99527,3.16,0.056,9.5,5
6.3,0.28,0.22,11.5,27,0.33,150,0.99445,3,0.036,10.6,6
7.4,0.16,0.33,1.2,47,0.68,121,0.99198,3.04,0.042,10.5,7
8.4,0.27,0.3,2.2,36,0.3,129,0.99085,2.89,0.037,11.46666667,6
5.9,0.2,0.28,1,45,0.41,100,0.99033,3.4,0.043,11.4,6
6.4,0.24,0.26,8.2,47,0.5,182,0.99538,3.12,0.054,9.5,5
7.4,0.38,0.34,8.3,44,0.52,168,0.99627,3.11,0.052,9.2,5
6.4,0.24,0.26,8.2,47,0.5,182,0.99538,3.12,0.054,9.5,5
6.4,0.42,0.19,9.3,28,0.53,145,0.99433,3.23,0.043,10.98,5
6.4,0.23,0.26,8.1,47,0.49,181,0.9954,3.12,0.054,9.4,5
6.4,0.24,0.26,8.2,47,0.5,182,0.99538,3.12,0.054,9.5,5
7.4,0.38,0.34,8.3,44,0.52,168,0.99627,3.11,0.052,9.2,5
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
6.8,0.24,0.29,2,15,0.64,96,0.99232,3.23,0.044,10.4,8
7.3,0.19,0.27,13.9,45,0.41,155,0.99807,2.94,0.057,8.8,8
7.4,0.27,0.52,15.7,36,0.62,139,0.99788,3.04,0.054,10.03333333,6
5.7,0.28,0.35,1.2,39,0.69,141,0.99108,3.44,0.052,11.3,6
5.8,0.22,0.25,1.5,21,0.58,109,0.99234,3.37,0.024,10.4,6
6.7,0.27,0.69,1.2,36,0.43,106,0.99288,2.96,0.176,9.2,6
7.1,0.2,0.35,3.2,21,0.54,107,0.99195,3.11,0.034,11.1,6
6.7,0.27,0.69,1.2,36,0.43,106,0.99288,2.96,0.176,9.2,6
7.1,0.23,0.3,2.6,62,0.56,148,0.99121,3.03,0.034,11.3,7
7.6,0.31,0.52,13.2,61,0.47,148,0.99839,2.98,0.042,9.1,6
7.2,0.34,0.28,10.4,43,0.57,187,0.99738,2.96,0.108,9.4,5
7,0.36,0.25,5.7,14,0.59,73,0.98963,2.82,0.015,13.2,6
6.4,0.31,0.28,2.5,34,0.38,137,0.98946,3.22,0.039,12.7,6
7.3,0.28,0.35,1.6,31,0.47,148,0.99178,3.18,0.054,10.7,5
7.4,0.16,0.3,1.4,34,0.42,166,0.99136,3.11,0.064,11.43333333,6
6.4,0.31,0.27,7.4,48,0.45,169,0.99323,3.27,0.049,11.1,6
6.4,0.31,0.28,2.5,34,0.38,137,0.98946,3.22,0.039,12.7,6
6.2,0.29,0.29,5.6,35,0.51,178,0.99313,3.25,0.046,10.53333333,5
5.9,0.28,0.34,3.6,50,0.52,194,0.9912,3.31,0.04,11.6,6
6.5,0.23,0.2,7.5,44,0.48,179,0.99504,3.18,0.05,9.533333333,5
7.2,0.34,0.2,5.8,52,0.44,203,0.99461,3.17,0.062,9.8,6
7.3,0.28,0.35,1.6,31,0.47,148,0.99178,3.18,0.054,10.7,5
6.5,0.2,0.33,1.5,36,0.65,110,0.99008,3.22,0.039,12,6
6.2,0.24,0.27,2.9,30,0.37,123,0.98959,3.12,0.039,12.8,6
7.1,0.31,0.25,11.2,32,0.4,136,0.99663,3.14,0.048,9.5,5
6.4,0.29,0.21,9.65,36,0.34,119,0.99334,2.99,0.041,10.93333333,6
6.3,0.19,0.33,10.1,63,0.41,133,0.99561,2.86,0.063,9.1,5
5.9,0.29,0.28,3.2,16,0.42,117,0.98959,3.26,0.035,12.6,6
7.1,0.31,0.25,11.2,32,0.4,136,0.99663,3.14,0.048,9.5,5
6.5,0.3,0.28,11.45,29,0.3,109,0.99418,2.98,0.041,10.9,6
6.4,0.29,0.21,9.65,36,0.34,119,0.99334,2.99,0.041,10.93333333,6
6.5,0.22,0.19,4.5,16,0.44,115,0.9937,3.02,0.096,9.6,5
7,0.23,0.28,2.7,16,0.56,92,0.99372,3.18,0.053,9.3,5
7.1,0.23,0.23,3.5,23,0.37,112,0.99157,3.05,0.038,11.36666667,6
6.1,0.26,0.28,1.7,24,0.44,98,0.98918,3.14,0.043,12.5,6
6.4,0.35,0.21,2.1,46,0.5,171,0.9932,3.16,0.051,9.5,5
6,0.32,0.32,4.8,40,0.54,186,0.99235,3.22,0.041,11,6
6.1,0.34,0.21,5,17,0.53,133,0.99373,3.02,0.042,9.4,5
6.5,0.13,0.27,2.6,32,0.76,76,0.9914,3.21,0.035,11.33333333,6
6.5,0.315,0.2,6.6,9,0.51,126,0.99494,2.94,0.041,8.8,5
6.1,0.34,0.21,5,17,0.53,133,0.99373,3.02,0.042,9.4,5
5.7,0.31,0.29,7.3,33,0.5,143,0.99332,3.31,0.05,11.06666667,6
6.4,0.3,0.27,5,27,0.49,151,0.99198,3.22,0.058,12.2,6
7,0.24,0.26,1.7,31,0.53,110,0.99142,3.2,0.041,11,6
6.5,0.13,0.27,2.6,32,0.76,76,0.9914,3.21,0.035,11.33333333,6
6.4,0.26,0.21,8.2,51,0.48,182,0.99542,3.23,0.05,9.5,5
6.4,0.26,0.21,8.2,51,0.48,182,0.99542,3.23,0.05,9.5,5
6,0.27,0.31,5,54,0.52,170,0.9924,3.28,0.043,11,6
7.1,0.21,0.33,1.2,34,0.75,97,0.99112,3.11,0.039,11.2,6
6.7,0.26,0.29,7.1,28,0.36,100,0.99534,3.08,0.036,9.3,6
6.3,0.28,0.22,9.5,30,0.31,111,0.99338,3.05,0.04,10.8,4
6.2,0.25,0.44,15.8,39,0.51,167,0.99804,3.14,0.057,9.2,5
7.3,0.22,0.37,15.5,70,0.77,203,0.99899,3.25,0.048,9.4,5
6.2,0.25,0.44,15.8,39,0.51,167,0.99804,3.14,0.057,9.2,5
6.4,0.18,0.28,17.05,53,0.35,139,0.99724,3.25,0.047,10.5,6
6.3,0.2,0.26,12.7,60,0.35,143,0.99526,3.26,0.046,10.8,6
6.6,0.24,0.22,12.3,35,0.67,146,0.99676,3.1,0.051,9.4,5
7.4,0.27,0.26,11.8,55,0.6,173,0.99699,3.11,0.053,9.8,5
